user_id,employee_id,email_address,first_name,last_name,department,job_title,office_location,division,cost_center,campaign_name,phishing_template,template_difficulty,campaign_type,industry_template,email_language,clicked_email,opened_email,replied_to_email,opened_attachment,enabled_macro,entered_data,reported_email,response_time_click,response_time_report,ip_address,browser_used,operating_system,mobile_device,vpn_connection,two_factor_enabled,password_manager,delivery_status,timezone,phish_prone_percentage,current_risk_score,baseline_test_score,last_training_score,security_proficiency,risk_level,failure_count_12m,success_count_12m,previous_training_completed,groups,manager_email,active_directory,custom_field_1,custom_field_2
EMP_0331,EMP_0331,emp_0331@company.com,User0331,LastName331,Marketing,Admin,San Francisco,Asia-Pacific,CC-2754,Q2 2024 - Security Alert,Security Alert,Low,Phishing,Financial,English,True,False,False,False,False,False,True,14.0,176.0,192.168.196.35,Edge,Windows 10,False,False,True,False,Delivered,EST,28.8,39.3,82,,Novice,High,2,12,False,Marketing - San Francisco,manager_marketing@company.com,True,Level 2,On-site
EMP_0224,EMP_0224,emp_0224@company.com,User0224,LastName224,Legal,Manager,Frankfurt,Asia-Pacific,CC-7414,Q1 2024 - Password Expiration,Password Expiration,High,Phishing,Technology,German,False,True,False,False,False,False,False,,,192.168.116.151,Firefox,Windows 10,True,True,True,False,Delivered,EST,0.1,86.9,67,84.0,Advanced,Low,5,14,True,Legal - Frankfurt,manager_legal@company.com,True,Level 2,On-site
EMP_0079,EMP_0079,emp_0079@company.com,User0079,LastName079,Marketing,Employee,London,Europe,CC-4199,Q3 2025 - System Maintenance,System Maintenance,Low,Phishing,Financial,Spanish,True,True,False,False,False,False,False,100.0,,192.168.85.189,Firefox,Windows 10,False,False,False,True,Delivered,EST,24.6,38.3,76,,Intermediate,High,6,3,False,Marketing - London,manager_marketing@company.com,True,Level 1,On-site
EMP_1189,EMP_1189,emp_1189@company.com,User1189,LastName189,Finance,Employee,London,Europe,CC-3365,Q1 2025 - Document Share,Document Share,High,Phishing,Generic,English,True,True,False,False,False,True,False,39.0,,192.168.59.32,Firefox,Windows 10,False,False,False,False,Delivered,GMT,8.3,66.8,83,93.0,Novice,Low,4,9,True,Finance - London,manager_finance@company.com,True,Level 2,On-site
EMP_0762,EMP_0762,emp_0762@company.com,User0762,LastName762,HR,Manager,Chicago,North America,CC-6882,Q1 2025 - Meeting Invitation,Meeting Invitation,Low,Phishing,Generic,English,False,False,False,False,False,False,False,,,192.168.49.52,Edge,Windows 10,True,True,True,True,Delivered,JST,7.7,77.1,65,89.0,Advanced,Low,5,9,True,HR - Chicago,manager_hr@company.com,True,Level 3,Hybrid
EMP_0611,EMP_0611,emp_0611@company.com,User0611,LastName611,HR,Manager,Frankfurt,Europe,CC-8607,Q2 2024 - System Maintenance,System Maintenance,Medium,Phishing,Technology,French,False,True,False,False,False,False,False,,,192.168.247.122,Chrome,Windows 10,True,False,True,False,Delivered,PST,17.0,88.2,78,94.0,Intermediate,Medium,2,3,True,HR - Frankfurt,manager_hr@company.com,True,Level 2,On-site
EMP_0492,EMP_0492,emp_0492@company.com,User0492,LastName492,Operations,Employee,San Francisco,Asia-Pacific,CC-1001,Q4 2024 - Financial Request,Financial Request,Low,Phishing,Financial,English,False,True,False,False,False,False,False,,,192.168.46.237,Chrome,Windows 11,True,True,True,True,Delivered,PST,17.9,81.3,76,74.0,Intermediate,Medium,5,10,True,Operations - San Francisco,manager_operations@company.com,True,Level 2,Hybrid
EMP_0461,EMP_0461,emp_0461@company.com,User0461,LastName461,Legal,Employee,London,North America,CC-3728,Q1 2025 - HR Communication,HR Communication,High,Phishing,Financial,English,True,True,False,False,False,False,False,31.0,,192.168.157.154,Firefox,Windows 11,False,True,True,False,Delivered,PST,9.2,65.6,62,95.0,Advanced,Low,1,12,True,Legal - London,manager_legal@company.com,True,Level 3,On-site
EMP_0126,EMP_0126,emp_0126@company.com,User0126,LastName126,HR,Employee,Frankfurt,Europe,CC-8366,Q3 2025 - Account Verification,Account Verification,Low,Phishing,Financial,Spanish,False,True,False,False,False,False,False,,,192.168.64.238,Chrome,Windows 10,True,True,True,True,Delivered,JST,30.0,70.1,84,92.0,Intermediate,High,7,11,True,HR - Frankfurt,manager_hr@company.com,True,Level 1,On-site
EMP_1144,EMP_1144,emp_1144@company.com,User1144,LastName144,Legal,Manager,New York,Europe,CC-8162,Q3 2024 - Account Verification,Account Verification,Low,Phishing,Technology,English,True,True,False,False,False,True,False,16.0,,192.168.45.82,Chrome,macOS,False,False,True,False,Delivered,PST,16.9,52.7,68,82.0,Advanced,Medium,2,13,True,Legal - New York,manager_legal@company.com,True,Level 3,On-site
EMP_0450,EMP_0450,emp_0450@company.com,User0450,LastName450,Marketing,Employee,London,North America,CC-7965,Q4 2025 - Security Alert,Security Alert,Medium,Phishing,Healthcare,English,False,True,False,False,False,False,True,,232.0,192.168.117.118,Firefox,Windows 11,False,False,True,True,Delivered,JST,15.1,100.0,84,79.0,Intermediate,Medium,7,11,True,Marketing - London,manager_marketing@company.com,True,Level 2,Remote
EMP_0199,EMP_0199,emp_0199@company.com,User0199,LastName199,Legal,Manager,Sydney,North America,CC-8067,Q4 2024 - Meeting Invitation,Meeting Invitation,Low,Phishing,Financial,English,False,False,False,False,False,False,False,,,192.168.161.13,Firefox,Windows 11,True,False,True,False,Delivered,PST,12.4,69.5,68,,Advanced,Medium,6,14,False,Legal - Sydney,manager_legal@company.com,True,Level 2,Hybrid
EMP_0078,EMP_0078,emp_0078@company.com,User0078,LastName078,Legal,Employee,London,Asia-Pacific,CC-7500,Q1 2025 - Security Alert,Security Alert,Low,Phishing,Healthcare,Spanish,False,True,False,False,False,False,True,,20.0,192.168.71.224,Edge,Windows 10,False,True,True,True,Delivered,EST,24.7,64.1,64,80.0,Advanced,High,7,4,True,Legal - London,manager_legal@company.com,True,Level 3,On-site
EMP_1173,EMP_1173,emp_1173@company.com,User1173,LastName173,HR,Employee,Chicago,Asia-Pacific,CC-4840,Q3 2025 - Financial Request,Financial Request,High,Phishing,Technology,English,False,True,False,False,False,False,True,,55.0,192.168.169.10,Firefox,Windows 10,False,False,True,True,Delivered,GMT,9.3,85.8,72,,Intermediate,Low,1,6,False,HR - Chicago,manager_hr@company.com,True,Level 3,Hybrid
EMP_0307,EMP_0307,emp_0307@company.com,User0307,LastName307,HR,Manager,Frankfurt,North America,CC-4732,Q4 2025 - Survey Request,Survey Request,Medium,Phishing,Financial,Spanish,False,True,False,False,False,False,True,,26.0,192.168.221.106,Chrome,Windows 11,False,True,False,True,Delivered,EST,15.0,96.1,79,93.0,Advanced,Medium,6,10,True,HR - Frankfurt,manager_hr@company.com,True,Level 2,Hybrid
EMP_1075,EMP_1075,emp_1075@company.com,User1075,LastName075,Legal,Admin,San Francisco,Europe,CC-3330,Q4 2025 - Financial Request,Financial Request,Medium,Phishing,Generic,English,False,True,False,False,False,False,False,,,192.168.18.184,Firefox,Windows 10,False,False,True,False,Delivered,PST,13.2,85.9,91,79.0,Intermediate,Medium,0,12,True,Legal - San Francisco,manager_legal@company.com,True,Level 2,Hybrid
EMP_0258,EMP_0258,emp_0258@company.com,User0258,LastName258,Finance,Employee,New York,Europe,CC-4257,Q4 2024 - Account Verification,Account Verification,Low,Phishing,Generic,English,False,True,False,False,False,False,False,,,192.168.30.172,Chrome,Windows 10,False,True,True,False,Bounced,PST,8.4,85.9,72,77.0,Novice,Low,3,11,True,Finance - New York,manager_finance@company.com,True,Level 2,Remote
EMP_1017,EMP_1017,emp_1017@company.com,User1017,LastName017,R&D,Manager,Frankfurt,Asia-Pacific,CC-6092,Q4 2024 - Survey Request,Survey Request,Medium,Vishing,Healthcare,French,False,False,False,False,False,False,True,,343.0,192.168.108.156,Chrome,macOS,True,False,True,True,Delivered,EST,11.9,97.8,85,93.0,Advanced,Medium,7,13,True,R&D - Frankfurt,manager_r&d@company.com,True,Level 3,Hybrid
EMP_0655,EMP_0655,emp_0655@company.com,User0655,LastName655,HR,Manager,New York,North America,CC-2008,Q4 2025 - Software Update,Software Update,High,Smishing,Technology,English,False,True,False,False,False,False,True,,176.0,192.168.26.189,Chrome,Windows 10,False,True,True,True,Delivered,EST,4.6,100.0,72,92.0,Advanced,Low,7,14,True,HR - New York,manager_hr@company.com,True,Level 3,On-site
EMP_0353,EMP_0353,emp_0353@company.com,User0353,LastName353,R&D,Employee,Frankfurt,North America,CC-2223,Q1 2025 - Survey Request,Survey Request,Medium,Phishing,Generic,English,False,True,False,False,False,False,False,,,192.168.78.75,Edge,Windows 10,True,False,False,True,Delivered,GMT,11.4,69.6,69,80.0,Novice,Medium,6,7,True,R&D - Frankfurt,manager_r&d@company.com,True,Level 1,On-site
EMP_0804,EMP_0804,emp_0804@company.com,User0804,LastName804,R&D,Employee,Tokyo,North America,CC-9625,Q2 2025 - IT Support,IT Support,Low,Phishing,Technology,English,False,True,False,False,False,False,False,,,192.168.247.226,Firefox,Windows 10,False,False,True,False,Delivered,JST,27.5,51.7,75,,Novice,High,1,11,False,R&D - Tokyo,manager_r&d@company.com,True,Level 3,Hybrid
EMP_1114,EMP_1114,emp_1114@company.com,User1114,LastName114,R&D,Employee,Sydney,North America,CC-6580,Q1 2024 - System Maintenance,System Maintenance,Medium,Phishing,Financial,French,True,True,False,True,False,False,False,47.0,,192.168.51.43,Chrome,macOS,False,True,True,True,Delivered,PST,15.3,44.6,63,85.0,Intermediate,Medium,3,5,True,R&D - Sydney,manager_r&d@company.com,True,Level 3,On-site
EMP_1068,EMP_1068,emp_1068@company.com,User1068,LastName068,Operations,Director,Frankfurt,Europe,CC-7468,Q2 2025 - IT Support,IT Support,Low,Phishing,Technology,Spanish,True,True,False,False,False,False,False,3.0,,192.168.44.7,Chrome,Windows 10,True,False,True,True,Delivered,EST,13.6,71.1,91,79.0,Novice,Medium,4,8,True,Operations - Frankfurt,manager_operations@company.com,True,Level 3,Hybrid
EMP_0049,EMP_0049,emp_0049@company.com,User0049,LastName049,R&D,Employee,New York,Europe,CC-7238,Q2 2025 - Account Verification,Account Verification,Medium,Vishing,Technology,German,False,True,False,False,False,False,True,,494.0,192.168.78.248,Edge,Windows 10,True,False,False,True,Delivered,GMT,7.4,89.0,60,76.0,Intermediate,Low,2,6,True,R&D - New York,manager_r&d@company.com,True,Level 2,Remote
EMP_1081,EMP_1081,emp_1081@company.com,User1081,LastName081,Marketing,Employee,London,North America,CC-6303,Q1 2024 - Security Alert,Security Alert,Medium,Vishing,Generic,English,False,True,False,False,False,False,False,,,192.168.230.237,Chrome,Windows 10,False,True,True,False,Delivered,GMT,7.4,76.3,65,88.0,Novice,Low,4,2,True,Marketing - London,manager_marketing@company.com,True,Level 3,On-site
EMP_0788,EMP_0788,emp_0788@company.com,User0788,LastName788,Legal,Manager,London,North America,CC-2992,Q1 2025 - Account Verification,Account Verification,Low,Phishing,Generic,French,False,False,False,False,False,False,False,,,192.168.168.173,Chrome,Windows 10,True,True,True,True,Delivered,GMT,13.4,58.5,64,87.0,Intermediate,Medium,0,4,True,Legal - London,manager_legal@company.com,True,Level 3,Hybrid
EMP_0271,EMP_0271,emp_0271@company.com,User0271,LastName271,Legal,Admin,Frankfurt,Europe,CC-8194,Q2 2025 - VPN Access,VPN Access,Medium,Phishing,Financial,English,False,True,False,False,False,False,False,,,192.168.59.96,Firefox,Windows 11,False,False,True,False,Delivered,GMT,23.0,62.0,88,87.0,Intermediate,High,6,3,True,Legal - Frankfurt,manager_legal@company.com,True,Level 2,On-site
EMP_0547,EMP_0547,emp_0547@company.com,User0547,LastName547,Legal,Employee,Frankfurt,North America,CC-6816,Q3 2024 - Document Share,Document Share,Medium,Phishing,Healthcare,English,False,True,False,False,False,False,True,,395.0,192.168.148.125,Chrome,Windows 10,False,False,False,True,Delivered,PST,16.3,67.7,64,,Intermediate,Medium,1,7,False,Legal - Frankfurt,manager_legal@company.com,True,Level 3,Hybrid
EMP_0809,EMP_0809,emp_0809@company.com,User0809,LastName809,Legal,Employee,San Francisco,Europe,CC-4209,Q2 2025 - Package Delivery,Package Delivery,Low,Phishing,Generic,English,True,False,False,True,False,False,False,17.0,,192.168.67.253,Chrome,Windows 10,False,False,True,True,Delivered,JST,20.7,61.1,65,,Advanced,High,4,11,False,Legal - San Francisco,manager_legal@company.com,True,Level 3,Remote
EMP_0688,EMP_0688,emp_0688@company.com,User0688,LastName688,Marketing,Manager,London,Europe,CC-3581,Q1 2025 - Security Alert,Security Alert,Low,Vishing,Healthcare,German,False,True,False,False,False,False,False,,,192.168.241.99,Firefox,Linux,True,False,True,False,Delivered,EST,20.3,75.9,62,72.0,Intermediate,High,3,9,True,Marketing - London,manager_marketing@company.com,True,Level 3,On-site
EMP_1081,EMP_1081,emp_1081@company.com,User1081,LastName081,Marketing,Employee,London,Europe,CC-4880,Q2 2024 - Financial Request,Financial Request,Medium,Phishing,Generic,French,False,True,False,False,False,False,True,,155.0,192.168.67.200,Chrome,Windows 10,False,False,True,False,Delivered,EST,17.4,91.7,93,87.0,Novice,Medium,3,8,True,Marketing - London,manager_marketing@company.com,True,Level 3,Remote
EMP_0369,EMP_0369,emp_0369@company.com,User0369,LastName369,Operations,Manager,Tokyo,Europe,CC-9278,Q2 2025 - Software Update,Software Update,Medium,Phishing,Healthcare,French,False,True,False,False,False,False,False,,,192.168.222.243,Chrome,Windows 11,False,False,True,True,Delivered,JST,8.2,87.2,94,71.0,Intermediate,Low,5,14,True,Operations - Tokyo,manager_operations@company.com,True,Level 1,Hybrid
EMP_0493,EMP_0493,emp_0493@company.com,User0493,LastName493,Sales,Manager,Tokyo,Europe,CC-8170,Q4 2024 - IT Support,IT Support,Low,Phishing,Healthcare,German,False,True,False,False,False,False,True,,309.0,192.168.137.64,Chrome,Windows 11,True,True,False,False,Delivered,PST,14.2,89.5,92,75.0,Intermediate,Medium,2,12,True,Sales - Tokyo,manager_sales@company.com,True,Level 1,On-site
EMP_0447,EMP_0447,emp_0447@company.com,User0447,LastName447,Finance,Employee,New York,Europe,CC-5284,Q2 2024 - Security Alert,Security Alert,Medium,Phishing,Technology,English,False,False,False,False,False,False,False,,,192.168.236.253,Chrome,Windows 10,False,False,False,False,Delivered,PST,14.7,66.4,71,73.0,Intermediate,Medium,4,2,True,Finance - New York,manager_finance@company.com,True,Level 3,Hybrid
EMP_0255,EMP_0255,emp_0255@company.com,User0255,LastName255,R&D,Manager,London,Europe,CC-1604,Q2 2025 - Meeting Invitation,Meeting Invitation,Low,Vishing,Generic,English,True,True,False,False,False,False,True,73.0,377.0,192.168.64.230,Chrome,macOS,False,True,True,False,Delivered,PST,11.8,59.8,89,95.0,Intermediate,Medium,4,7,True,R&D - London,manager_r&d@company.com,True,Level 1,On-site
EMP_0432,EMP_0432,emp_0432@company.com,User0432,LastName432,Operations,Manager,Tokyo,Europe,CC-4885,Q4 2024 - System Maintenance,System Maintenance,High,Phishing,Technology,English,False,True,False,False,False,False,False,,,192.168.221.133,Edge,Windows 11,False,False,True,False,Delivered,EST,10.3,97.3,68,90.0,Advanced,Medium,0,8,True,Operations - Tokyo,manager_operations@company.com,True,Level 2,Remote
EMP_0506,EMP_0506,emp_0506@company.com,User0506,LastName506,HR,Employee,San Francisco,Asia-Pacific,CC-6335,Q1 2024 - IT Support,IT Support,Medium,Phishing,Technology,English,False,True,False,False,False,False,False,,,192.168.117.116,Safari,Windows 10,True,False,True,True,Delivered,JST,17.1,94.0,85,82.0,Novice,Medium,7,11,True,HR - San Francisco,manager_hr@company.com,True,Level 2,Remote
EMP_0761,EMP_0761,emp_0761@company.com,User0761,LastName761,Marketing,Employee,Tokyo,Europe,CC-9867,Q1 2025 - Account Verification,Account Verification,Medium,Phishing,Generic,English,False,False,False,False,False,False,False,,,192.168.101.176,Firefox,macOS,False,True,True,False,Delivered,GMT,4.3,66.3,94,85.0,Intermediate,Low,5,5,True,Marketing - Tokyo,manager_marketing@company.com,True,Level 1,Remote
EMP_0357,EMP_0357,emp_0357@company.com,User0357,LastName357,R&D,Employee,San Francisco,Asia-Pacific,CC-6362,Q4 2024 - Password Expiration,Password Expiration,Low,Phishing,Financial,German,False,True,False,False,False,False,True,,23.0,192.168.103.47,Chrome,Windows 10,True,True,False,True,Delivered,GMT,16.6,87.1,73,86.0,Novice,Medium,1,5,True,R&D - San Francisco,manager_r&d@company.com,True,Level 1,On-site
EMP_0211,EMP_0211,emp_0211@company.com,User0211,LastName211,Finance,Employee,Sydney,Europe,CC-8281,Q2 2024 - Document Share,Document Share,Medium,Phishing,Generic,English,False,True,False,False,False,False,True,,103.0,192.168.171.81,Safari,Windows 10,True,False,True,False,Delivered,PST,23.3,68.7,74,,Intermediate,High,7,11,False,Finance - Sydney,manager_finance@company.com,True,Level 2,Remote
EMP_0626,EMP_0626,emp_0626@company.com,User0626,LastName626,R&D,Manager,Chicago,North America,CC-8456,Q4 2024 - Meeting Invitation,Meeting Invitation,Low,Phishing,Financial,English,False,False,False,False,False,False,True,,1.0,192.168.44.98,Firefox,Windows 10,False,False,True,True,Bounced,PST,23.9,82.3,89,87.0,Novice,High,2,11,True,R&D - Chicago,manager_r&d@company.com,True,Level 2,On-site
EMP_0675,EMP_0675,emp_0675@company.com,User0675,LastName675,Sales,Employee,Frankfurt,Asia-Pacific,CC-5492,Q2 2025 - IT Support,IT Support,Low,Vishing,Technology,English,True,True,False,False,False,True,True,10.0,260.0,192.168.162.229,Chrome,Windows 10,True,False,True,False,Delivered,PST,21.6,59.9,83,90.0,Intermediate,High,2,13,True,Sales - Frankfurt,manager_sales@company.com,True,Level 3,Hybrid
EMP_0948,EMP_0948,emp_0948@company.com,User0948,LastName948,Operations,Director,London,Europe,CC-7170,Q3 2024 - HR Communication,HR Communication,High,Vishing,Generic,English,False,True,False,False,False,False,True,,175.0,192.168.207.128,Chrome,Windows 10,False,True,True,True,Delivered,GMT,0.0,100.0,88,76.0,Novice,Low,0,4,True,Operations - London,manager_operations@company.com,True,Level 2,On-site
EMP_0965,EMP_0965,emp_0965@company.com,User0965,LastName965,Legal,Manager,Sydney,Europe,CC-2946,Q4 2024 - Meeting Invitation,Meeting Invitation,Medium,Vishing,Financial,English,False,True,False,False,False,False,True,,217.0,192.168.166.130,Edge,macOS,False,False,True,True,Delivered,PST,17.9,90.7,76,92.0,Intermediate,Medium,4,11,True,Legal - Sydney,manager_legal@company.com,True,Level 1,Hybrid
EMP_0455,EMP_0455,emp_0455@company.com,User0455,LastName455,Legal,Manager,New York,Europe,CC-8610,Q2 2024 - Account Suspended,Account Suspended,High,Phishing,Generic,German,False,False,False,False,False,False,False,,,192.168.226.51,Edge,Windows 10,False,False,False,False,Delivered,EST,4.2,74.3,78,72.0,Intermediate,Low,6,10,True,Legal - New York,manager_legal@company.com,True,Level 2,On-site
EMP_0722,EMP_0722,emp_0722@company.com,User0722,LastName722,R&D,Manager,San Francisco,North America,CC-9490,Q3 2024 - VPN Access,VPN Access,Medium,Smishing,Healthcare,Spanish,False,False,False,False,False,False,False,,,192.168.29.163,Firefox,Windows 10,False,False,False,True,Delivered,PST,4.9,94.7,91,88.0,Intermediate,Low,7,8,True,R&D - San Francisco,manager_r&d@company.com,True,Level 2,Remote
EMP_0858,EMP_0858,emp_0858@company.com,User0858,LastName858,IT,Manager,Chicago,Asia-Pacific,CC-6835,Q4 2025 - IT Support,IT Support,Low,Phishing,Healthcare,English,False,True,False,False,False,False,False,,,192.168.17.127,Firefox,Windows 10,True,False,True,False,Delivered,GMT,14.4,79.1,81,,Advanced,Medium,5,6,False,IT - Chicago,manager_it@company.com,True,Level 2,Hybrid
EMP_0115,EMP_0115,emp_0115@company.com,User0115,LastName115,R&D,Employee,Tokyo,Europe,CC-3975,Q4 2025 - HR Communication,HR Communication,Low,Vishing,Technology,English,False,True,False,False,False,False,False,,,192.168.93.20,Chrome,Windows 10,False,False,True,False,Delivered,EST,22.9,63.2,62,70.0,Novice,High,2,6,True,R&D - Tokyo,manager_r&d@company.com,True,Level 2,Hybrid
EMP_0697,EMP_0697,emp_0697@company.com,User0697,LastName697,R&D,Employee,London,Europe,CC-1727,Q4 2024 - Financial Request,Financial Request,Medium,Phishing,Financial,English,False,True,False,False,False,False,True,,239.0,192.168.242.116,Chrome,macOS,False,True,False,False,Delivered,EST,23.6,75.6,82,,Intermediate,High,4,13,False,R&D - London,manager_r&d@company.com,True,Level 3,Remote
EMP_0146,EMP_0146,emp_0146@company.com,User0146,LastName146,IT,Manager,New York,North America,CC-6906,Q1 2025 - Password Expiration,Password Expiration,Medium,Vishing,Financial,English,False,True,False,False,False,False,True,,216.0,192.168.21.145,Chrome,Windows 10,False,False,True,False,Delivered,JST,9.7,86.0,72,87.0,Advanced,Low,5,2,True,IT - New York,manager_it@company.com,True,Level 1,On-site
EMP_0613,EMP_0613,emp_0613@company.com,User0613,LastName613,Operations,Employee,Tokyo,North America,CC-9106,Q4 2024 - Password Expiration,Password Expiration,Medium,Phishing,Technology,English,False,True,False,False,False,False,True,,33.0,192.168.227.250,Chrome,Windows 10,False,False,True,False,Delivered,PST,21.5,56.1,65,,Advanced,High,3,10,False,Operations - Tokyo,manager_operations@company.com,True,Level 1,Remote
EMP_0813,EMP_0813,emp_0813@company.com,User0813,LastName813,IT,Admin,Frankfurt,North America,CC-6822,Q1 2025 - VPN Access,VPN Access,High,Vishing,Generic,English,False,True,False,False,False,False,False,,,192.168.17.142,Chrome,Windows 10,True,False,True,True,Delivered,JST,7.7,66.9,84,96.0,Intermediate,Low,5,3,True,IT - Frankfurt,manager_it@company.com,True,Level 2,On-site
EMP_0860,EMP_0860,emp_0860@company.com,User0860,LastName860,IT,Admin,Tokyo,Asia-Pacific,CC-9405,Q3 2025 - Package Delivery,Package Delivery,High,Phishing,Financial,English,False,True,False,False,False,False,False,,,192.168.165.207,Edge,Windows 10,True,False,True,True,Delivered,EST,6.9,71.9,82,96.0,Intermediate,Low,2,12,True,IT - Tokyo,manager_it@company.com,True,Level 2,Hybrid
EMP_0905,EMP_0905,emp_0905@company.com,User0905,LastName905,Marketing,Director,Tokyo,Europe,CC-2174,Q2 2025 - HR Communication,HR Communication,Medium,Phishing,Healthcare,English,False,True,False,False,False,False,False,,,192.168.211.48,Edge,Windows 10,False,False,True,True,Delivered,PST,8.7,79.7,63,97.0,Intermediate,Low,7,10,True,Marketing - Tokyo,manager_marketing@company.com,True,Level 1,Remote
EMP_1119,EMP_1119,emp_1119@company.com,User1119,LastName119,Operations,Director,Frankfurt,Europe,CC-6463,Q1 2025 - Financial Request,Financial Request,Medium,Phishing,Technology,French,False,True,False,False,False,False,False,,,192.168.135.222,Safari,Windows 10,False,True,False,True,Delivered,GMT,1.0,100.0,77,93.0,Novice,Low,7,9,True,Operations - Frankfurt,manager_operations@company.com,True,Level 2,On-site
